Ulasan,Label 
"Returning, LTE does not work on metro pcs/t-mobile network. Should have been stated in listing that it will not work in U.S. Waste of time.",Negatif
"This phone has frequency which doesn't detect Tmobile network. I spoke with tmobile we were trying to set the configuration this phone but phone has not internet and very bad service.

My oldest phone works great on tmobile network with 4G LTE internet and amazing service, and I don't know why this phone does't want to detect the service even i spoke with t-mobile technicians for than 2 hours. we did the configuration many times but not internet not service.

We tried even AT&T and doesn’t work at all.

Don’t buy this phone and shame on Amazon which allows this kids of phones to be sold on amazon.com

I like the phone but it seems it doesn't work in the USA or at least on tmobile.",Negatif
"Worst product ever, Shame on you Amazon..Phone wouldn't connect to AT&T network. Useless phone..Not for use in the U.S..Maybe India..DO NOT BUY FROM THIS SELLER...",Negatif
"I am SO happy I found this phone on here instead of buying the regular J7 that was offered to me by the T-Mobile representative.
Worth far more than the price. Excellent for an Android phone, far better for an affordable galaxy.
ESPECIALLY for the 32 gb offered for this phone right here on Amazon. I hardly ever have to worry about storage. It rarely misbehaves. Excellent picture quality. Very fast and reliable. I have T-Mobile for my service and heard Galaxy phones are better with T-Mobile. Since I had my SIM card on a Motorola I couldn't even access my data, I could only make calls. Finding the J7 Prime was a game changer for me. If you never had a galaxy but want one and don't want to shell out hundreds of dollars, just invest in this one!

The ONLY thing I can say I don't like about this phone, it's not NFC compatible. So you can't use this phone to pay at stores or automatically scan your card at banks. That's really the only draw back.

Do yourself a favor save your money, you don't NEED the newest Samsung Galaxy phone. Just invest in this one.",Positif
"Check the specs on the phone carefully when you recieve it . I ordered a 32GB , the box said 32GB but the phone itself is saying 16gb.",Negatif
Better than expected... No envy to those of higher range for a reasonable price...Very good product,Positif
I love my new phone. The camera is not what I excepted. It could be better.,Positif
The phone is beautiful but its not compatible with T-Mobile I tried all different ways I took it to the T-Mobile store to see and it's just not compatible with T-Mobile .. I had no problems returning it and they gave me my refund right away ...,Negatif
"I recently bought this phone and have been adjusting to going from an iphone back to an Android. I used Androids for years and have always liked them better; however, the internet connection keeps timing out on this phone. It has nothing to do with my Internet connection/modem/rounter/etc, because my laptop works perfectly fine while this phone keeps timing out. If I search the internet it spins and spins/loads and loads and then times out. Very unhappy about not being able to use the Internet on this phone. Otherwise, happy with the phone. Buyers beware.",Positif
"Two-plus months into my J7 and no complaints. Granted, I'm no phonephile, but for my basic phone, text and Internet usage it's been a great phone. Why exactly do people spend $600-$700 dollars for a phone?",Positif
"Purchased for my fiancé in India to use (has all frequency bands required by Reliance JIO), shipping was quick, product arrived in great quality and for some strange reason a USA style charging plug, yet the phone itself defaulted to Telugu for its language, which made initial setup a bit confusing, after changing it to English and removing the app that comes only in Telugu it was ready to go for normal usage. Great features for a budget phone, a tiny bit larger than my Galaxy S6 and similarly fast. Side note: Shipping this to India via FedEx cost almost as much as the device alone did, $111 for shipping and then $60 more for customs on delivery.",Positif
"The Phone was intended to use in Pakistan (as an Unlocked Phone) and its running good there. The phone displayed 64 GB memory on box and a confusing statement which let me believe that a (free) SD card will be along it (reason I am subtracting one star) performance, display and camera are good.",Positif
AdwAdvertise for 32GB only has 16,Negatif
"Love this J7 Prime phone. It's just the right size. Screen is large but not too large that it makes the whole phone seem bulky in a pocket. The screen is also very bright and easy to read. I got it in the white/gold, and the overall look is fresh, clean and modern. I bought it ""used - like new"" for a great price from Gotham's Cells. It came looking like new, working perfectly, and the battery life is great. So happy I decided to buy used. But a word of caution if you buy used or from a third-party marketplace seller: Make sure you check the ratings of the seller very carefully before buying. Gotham's Cells had the highest rating of all the sellers on this product page (it was 97% when I bought) so I was pretty confident their ""used"" phone would be in the condition they said it was in.

This is my first Samsung phone, but it won't be my last.",Positif
This battery lasts a long time! I love that about this phone. I only need to charge it every two days or so. And I don't underuse my phone. Lots of internet surfing and texting. However the camera isn't great. I'm low light the camera is super grainy. So if you want a good camera in your phone I would probably keep looking. The speakers could also be better. I have a tough time with speaker phone being loud enough.,Positif
"The service sent on time, phone box was covered safety especially the phone has already have screen protector .The phone is okay for a try and price. I am using iphone 6. In my overview: phone shape is same same iphone 8, quite nice and light. Picture is bright but not sharp color. Battery is not last long as said (only 6 hrs to watch on YouTube), also charging took so long for full- over 2hrs for a first charge. The second time is shorter a bit, maybe by using another cord not from Samsung device.",Positif
"This phone is a brick with T-Mobile. Nice rep in the T-Mobile store tried everything. Another 2 another got involved. After 2 hours, nothing except 2G which is being phased out (and already gone in this part of the world). New shift came in and a third rep came in and said, ""That is a parallel imported phone. I have been seeing a lot of them lately and none of them work."" Be warned!!! DO NOT PURCHASE THIS PHONE FOR T-MOBILE!",Negatif
"The phone is nice,works well .my only dissatisfaction is I thought it was wider in width.the length is good but for a 5.7 as advertised,it's not as wide as I expected.",Positif
"The phone was great when I first got it. There was no lag, no failure whatsoever, everything ran smoothly and the overall feel of the phone was great. The quality of the camera wasn't too bad either. I could even do a lot on that phone as the battery would last for a good 6 hours of constant use. I have had this phone for a little over a year now and it never glitched out or anything. Occasionally it would turn off and on again but I thought it was because of how many things I had downloaded on it (but it definitely wasn't 32GB worth of stuff).

However, it has officially factory reset BY ITSELF!!!!
Not once, not twice, but continuously!! I can't do anything on it because it'll just reset again.

All my pictures and even contact numbers & info are all gone. There's no way to get them back because I can't even access the phone itself. I can redownload the apps, but everything else is gone, no getting them back. I have tried everything, even contacting a friend who's an expert and even HE couldn't fix it! But honestly, what do you expect from a cheap phone? Will definitely NOT recommend unless you know it will be extremely temporary.

p.s. I would post pictures but I don't have a phone to take them with.",Negatif
"Its great phone but i returned it!!!
Reason
Battery looks like not replacable. So when battery dies phone become useless.
If manyfacturer gives 5 yr warranty for battery ivwill surely buy again and give 5 stars",Positif
"This phone does not work on 4g LTE in the U.S.
Yes, the phone does function, however, if you plan on using internet... Be prepared for very slow loading! This was not specified anywhere in the product description/specs. I have sent this product back for a refund. Great phone that was falsely advertised to be capable of doing something it cannot.",Negatif
Had to return the phone. Did not realize it was an international phone. I wish the language had been clearer and that I did not have to dig to find it out after the fact. Thanks anyways.,Negatif
"I bought my wife the Samsung J7 Prime. She loves it. It works very well and very smoothly. So, after seeing her phone, I bought a second one just like it. I, too, am enjoying the phone. Everything works on it. It has plenty of speed and memory to do whatever we need it to do.
The phone arrived quickly and in great condition.",Positif
"Label on box and on phone says 32gb but phone system has only 16gb.

Update:
I yr later and regretting the decision I took to remain with this phone. When I received I checked the packaging and it read 32gb, even labeled to the back of the phone, but I didn't set up my new phone till a few days later when I returned to my country from vacation. Whilst Amazon staff did everything in their power to rectify the situation my alternative as I was based out of USA was limited. Being compensated does not change the capabilities of the phone. I use minimal apps, very little social media and I'm out of storage!!! I can't even download apps for the most important thing in my life Travelling!!! Whilst I was granted compensation to acquire SD cards from Amazon i can only save pictures videos documents etc which I really don't keep on my phone. Apps can't be downloaded to SD cards. Again Amazon really went beyond to assist but up to now there hasn't been not even one bit of communication from the seller regarding this issue. Be very careful and check immediately when using this seller or but from alternative seller if possible.",Negatif
"The phone is great....I specifically ordered a Samsung because the previous two I owned had ""Wi-Fi"" calling capability. This one does not. If it did, it would get 5 stars.",Positif
"The seller was great. The phones reception is half that of my galaxy S4, S6, or S7. I'm with T mobile and that might have something to do with it. I have a friend with the single sim T mobile J7 Prime that has much better reception.",Positif
"It was a gift, and was well liked",Positif
"Thought it would be okay since it was fulfilled by Amazon. But:
- the box it came from was tampered with. There were two seals and both where cut out (see image). The top seal was wrinkled irregularly and the lower, hidden one was cut out cleanly with hand cutter.
- the device is already rooted! Even if I factory-reset it two times. See attached image: S-Health app refuses to start. Message translates to ""It's not possible to open the application"" ""Due to a new security policy, Samsung Health cannot be opened on a rooted device (0x110010null5e2830)""

Dissapointed with Amazon allowing either of those to happen. I bought it while visiting the US, cannot go back there just to return the device.
At least the IMEI codes are not blacklisted or reported as stolen. Hope it is really a new device and no one suffered being stolen.",Negatif
"First of all Amazon prime said I would get the phone in 2 days instead it took 6 days to arrive. I waited patiently without a phone in anticipation that it would be worth the wait.
I have had the phone for two days, it looks an feels beautiful, I have been able to make calls, it has all kinds of applications that looks promising. The problem I have is that there is no 4 g. The description said it had 4 g in the US but I have only been getting an E which is 2.5 g according to my research.
I have not been able to load any App except for WhatsApp. I can't get on to YouTube, or Microsoft, Facebook, etc. I a so disappointed. It may be because I do not live in the city, but I have never had this issue before. I hope it can be resolved if not I will have to return the phone.
I tried to contact the seller before doing a review but I did not see that option.",Negatif
"I love this phone, bought it in May but know it just stopped working after 5 months, I went to reset the battery except you have no battery door to open. Checked on the warranty, expired after 1 month, Hmm, not good, Will send email to samsung for further assistance, Will update soon.",Positif
I cannot rate something I did not get. I received scuba gear instead of a cell phone. If I could give it zero stars I would.,Negatif
"I bought this phone for my brother as a gift and surprised him, as he held the phone he said thanks, and was very excited happy. I let a week pass and asked him how did he like the phone, he said it looks and handle great he's in love I even buy him a case",Positif
This phone says on the page it works with T-Mobile and it does not. I can't even make a phone call. Will be returning.,Negatif
"I purchased this phone as a replacement for my stolen Samsung S5 Mini that was in great condition and did all that I wanted it to do. I read the reviews especially the critical ones and was was a bit nervy if I had made the right choice. I made the right choice. It came well packaged although I noted that there was a broken seal that was pasted over by an unbroken seal. Strange, but all the items in the package was well put together and the phone looked new in a Samsung Box and all. I love the weight of the phone. It feels that something is in my hand. It was easy to set up, absolutely no difficulties. The instructions were clear. The performance so far is just as I expected. The dual sim works like a charm. I had to have one of my sim cards cut to nano sim size; but the other provider supplies sim cards that are perforated to standard, mini and nano. The cutting was hassle free. If one has a difficulty in their country the sim cutter can be cheaply purchased online. I am very happy with the 32G and the white gold that I purchased. So far a solid purchase and I have no complaints whatsoever. I don't want this stolen so I will keep it close to my chest. I recommend it.",Positif
Wasn't a j7 prime when I checked imei...it was Samsung On7.... I find this to be deceptive.,Negatif
To start with I am not someone that writes reviews even when I'm unhappy with a product. However in this instance I felt it necessary to write a review. I was horribly disappointed with this phone. After 5 days of use the phone stopped working. I couldn't get pass the start screen which kept telling me there was a binary software issue which kept me locked out. I called Samsung and after several attempts at restarting the phone they were unsuccessful and stated I could send the phone back for repair not replacement. I don't feel that for a phone being used for 5 days I should have to have it repaired. I called Amazon for a replacement who stated they were out of stock and are unable to replace however I will be refunded the cost of the phone. I would never recommend to phone to anyone.,Negatif
I love Samsung! I needed an unlocked phone and this fits the bill. I like that it holds 2 sim cards. Great for traveling and no worries about losing the second on since it can be carried inside the phone even when set not to use it. It felt big at first but now I am getting used to it. I am having trouble finding a case that fits.,Positif
This phone front camera doesn't have a flash. Totally misleading description. The Samsung J5 does. You can turn on the light and take pictures at night and it shows bright as day. The Samsung J7 Prime is awful and picture quality extremely poor. All the screen does is go bright then you see the picture,Negatif
"The phone came in Arabic. I took it to the Samsung repair and they worked on it. It is now in English but the temperature still comes in in celsius instead of fahrenheit and any promotions still come in in Arabic. I wish I had known this prior to purchase. I need to go back to Samsung and get it reprogrammed again. The phone itself, I like, it is easy to use and much nicer than my previous phone.",Positif
"I moved my existing T-mobile Sim card from a Galaxy S5 and used it in my new J7. Although the T-Mobile service is functional on the J7 it was as edge speeds (super slow). Turns out that the phone does not support T-Mobile LTe bands (2, 4, 12, 66, 71) and uses different frequencies. The T-Mobile rep indicated that the phone is a consumer cellular phone and not designed for T-Mobile at full speed. Therefore, I am returning it for a compatible model.",Positif
Phone never had the ability to work here in the USA as it is not a 4G compatible phone. Decided to use the phone for games and the phone is already completely burnt out and useless. Waste of over $200. And of course this happened only 2 weeks after the time to be able to return it to Gotham. Never again will I buy any electronic device from them. I am also surprised that Amazon would allow such a shady company to sell through them. Buyer beware!!!,Negatif
Excellent choice. I love this phone. Display is bright. Icons are larger . Everything about this phone surpasses the Samsung S6 I previously had.,Positif
"Got as a Christmas present for my tween daughter. she loves it so far. it is in great working condition and we have had no problems other than finding a case that fits it. this is the 2016 year J7 Prime, international. that makes a difference when looking at cases as most of the time the button holes do not line up. after the 4th case we found one. be sure to read the fine print when looking at cases. otherwise the phone is great.",Positif
"Great buy for the cost. I would definitely recommend, currently using my phone in Jamaica.",Positif
"After spending hours transferring everything from my S6, not only did it NOT allow AOL emails but the phone (apparently made in India) died the very next day.
Samsung wanted me to visit their repair place LOCATED IN MID USA whereas I reside in NYC
with a MINIMUM Cost of $60 just to check it out.",Negatif
"Uodate: I've only had this phone almost 4 month's and it's barely usable now. Screen easily cracked, phone coloring and apps malfunctioning...I'm so upset I spent more than usual on a phone expecting better and yet I end up with worse...not worth the money

love the phone, everything about it really my only complaint is my screen broke on day 3 of having the phone. But it's fast..plenty of storage, easy to use, rarely any glitches, battery last very long..I charge this sometimes every other day",Negatif
"Very good phone, but it unfortunately comes loaded with tracking programs that unnecessarily use up memory and are intended to track your phone use. I asked the technician at the Samsung store to remove these programs. The phone works well.",Positif
"When I first got this phone, I used it as a mini-tablet for a while with no SIM card in it. A couple months later, it began to be unresponsive (screen would go black, would not respond to attempts to turn the screen back on or access any apps) and I had to reset it to factory settings. Once I reset the phone, I made sure to add my antivirus and VPN AGAIN first before I did anything else. That seemed to work, so I added my SIM and SD cards. BIG MISTAKE. Less than 48 hours later, it exhibited the same unresponsive behavior. I had to take my SIM and SD out and put it back in my old phone. $200 down the toilet.",Negatif
"Battery life was terrible. Drained from 35% to 0 in 3 hours with very little use despite being recommended as having the longest standby time available for a reasonable priced phone. Setup was awful and some apps stayed in foreign languages even after changing to English. Very disappointed and will be returning.

Also, the case and screen protectors Amazon recommended.....don't work together. Go figure.",Negatif
"There are some echoes during communicate cellphone, sometimes cannot hear at all since the echoes.",Negatif
celular super practico para utilizar con las aplicaciones; sin embargo se ha dañado el boton de la mitad donde se pone la huella y de igual manera cuando se conectan los audifonos no se escucha de parte del oído izquierdo. Por lo demás muy bien.,Positif
"This phone has a great feel to it with the brushed aluminum case. It looks expensive. The set up was effortless, all my photos,apps, and contacts transferred in minutes. The sound quality is great through the earpiece, speaker, and with headphones. With the few opportunities to take photos, it's been fine.
My best phone so far.",Positif
"It's a dandy Samsung phone, but the plug cannot be used in U.S. or Mexico. I'm looking for a converter right now.",Positif
"Really good phone. My wife loves it. Really good budget phone. Great for gaming etc. Although you might get a few better deals with other mobiles like the Xiamoi redmi note 4 which I bought for myself that's 60us less! However, there are advantages and disadvantages. Check the reviews out on this phone.",Positif
"DOES NOT FUNCTION ON USA NETWORK 4GLTE! .....ONLY DOES 2G...SLOOOOOOOOOOOWWWW TOTAL GARBAGE! won't load game apps...won't load GPS maps fast enough...YOU WILL BE LOST. Without WIFI, every one around you is on their phone watching vids and playing games and you will be there with you hands to entertain you. this phone sucks!!! I'm getting full refund. AMAZON should remove this seller. THIS IS A FRAUD. NOT a true J7 prime!",Negatif
"Must say that the phone came on time and look great , How ever it keeps freeing up and screen going blank. i have days when i cant even answer a call because the phone freezes up. you can't even swipe it just goes to blank.

N.B. Works in Jamaica W.I",Positif
"The product I received wasn't the one advertised. As advertised it should have worked with my carrier, but what I received was a different country's model and didn't work. Amazon was great and allowed me to return it. Startup was not in English.",Negatif
"Looks like I got a defective piece. It flashes a bright light at the top of the screen every time you unlock the phone.

Since the product is not manufactured in US, Samsung is saying that I have to send it to the device manufacture country. Which is Vietnam.

I can’t use it nor can I get it repaired under warranty. :(",Negatif
"Great product with features as expected. No problems experienced so far. Loving the memory and dual SIM. Comes unlocked in fresh box. Camera is okay, 13mp but looks as good as 16mp either way. White gold is beautiful and the phone is pretty cheap for the value which is rewarded. Great buy. :D",Positif
This product does NOT work with T-Mobile 4G LTE as stated in product description. Phone was manufactured in Thailand and ONLY support 2G/E connections. I went through several troubleshooting with T-Mobile & Samsung and still could not get this phone to work on 4G/LTE network.,Negatif
"I didn't get the right information on this item, it is not Android 6.0.1 like I wanted & now I can't send it back I'm so disappointed",Negatif
"Phone doesn't work well, I'm constantly switching between bands to get calls or messages. If I don't I miss many calls and messages.Also phone is fragile as soon as it knocks a piece chips off. Camera quality is a bit ok could be a lot better for a j7 prime 2018 phone. Takes a while to charge but holds charge for a good amount of time.phone is suddenly sticking and giving me the black screen of death and i had to soft reset to get it bk after hours of trying.",Positif
"One of the better dual SIM phones on the market, aside for the new dual SIM iPhone, and it has good results. However, it is hard to find a good working phone case as almost no case that claims to be compatible actually fits. Buttons are off, holes are off center or covered completely etc. It's also an older phone now and has some connectivity issues.",Positif
"Received the phone in good shape and quickly. But buried in the last bullet of the description is ""No U.S. warranty"". The phone's warranty is good only in the country of origin. After 6 months my phone no longer holds a charge. I'm told it's country of origin is Thailand. So unless I plan a trip to Thailand or, presumably, make arrangements to ship my phone to Thailand, I know have a lightweight brick.",Negatif
"Not fully compatible with ATT network.Not able to do wifi calling, or connect via 3 or 4 G in spite of repeated attempts by tech support to make it work. Forced to replace with ATT branded phone to get all features.",Negatif
"This was the perfect inexpensive phone to get when my previous one randomly committed suicide in my pocket. It is durable, it looks nice, and it performs super well. I have had this for over year now and it has not given me any problems as far as software issues.",Positif
"This is a european phone, and does not work correctly in the US. DO NOT GET THIS PHONE IF YOU ARE IN THE USA.",Negatif
"I took this phone the same week I received it out of the country and when I turned it on it’s asking for a pin. I didn’t create a pon for the phone, I don’t even sign in to google because I bought the phone for someone. Now I had to come back to the country and I left the phone hoping that they could unlock and they still can’t figure out why it’s locked.",Negatif
Yes I absolutely love it. Very nice phone.,Positif
"Looks like the most expensive version and even works like it, too. Great value!",Positif
"nice screem
problem with the calls here and there.
the GPS is pretty ramdom too. sometimes works some others it doesn't.
I wouldnt repite.",Positif
Great cost benefit relationship. The phone is powerful and fast. The camera is fantastic.,Positif
"Great phone, easy to use. I had to get a smaller sim card from at&t but otherwise had no problem switching over.",Positif
"Not compatible with my actual carrier, after more than a month I'm still waiting for my refund.??",Negatif
I love the phone. Works well in the Caribbean. I'm from Trinidad.,Positif
"This is a great phone.
Unfortunately, not compatible with Verizon. So bummed I had to return.
Great phone at a great price. I even considered keeping to use without service.",Positif
"Problimatic. Won't work with Most larger carriers. Didn't work for data on AT&T with software installed, Set up for Vietnam. Did a switch at AT&T Office, better, but still Far from exellent.",Positif
This phone feels and looks like my Samsung galaxy 5 but super fast and awesome. I travel all over the world so the double sim makes this so easy. I would buy again. Comes with an Asian plug.. (for me this is a plus),Positif
"Is an excellent product, completely satisfied with my purchase",Positif
Love it! Be aware that this dealer is supplying international phones and Samsung will not guarantee them.,Positif
"its not in English, I was looking for a phone I open the box it says stop this phone is not compatible for verizon, sprint or any other cdma provider. Why not put that on your website. Also state that when you turn it on it is not in English.

Please give better details about your phone before selling",Negatif
Exceedingly happy with my new cell,Positif
"Just what I was expecting and I got it on time and is in very good condition, unlocked from factory. Love it!",Positif
After the phone was received there were several wireless company's that it was not compatible with which was not advertised,Negatif
Great deal. Phone works great. Hope the internal battery lasts the phone life.,Positif
"Hello, I just started using phone I purchased. Very 3rd day the phone suddenly blackout and not showing any screen having charged. Then continuously black screen every day. Even I can't use it. After 3/4 hours of same state if I try and suddenly come out from sleep. I don't understand what is going on. I am really shocked.
If same thing happen again, I will have no alternatives rather returning. I have been surely disturbed with this phone.",Negatif
I waisted my money buying this phone I doesnt work with tmobile I cannot use my mobile data at all it doesn't have 4glte amazon should make sure that the phone description is right not wrong or fake.,Negatif
"Its a nice phone, but Mobile Company in the US said the connection problem I had was due to upgrade to their transmission Antenna, result in Drop calls and Mobile Data reception problems.",Negatif
"When I received the phone, the phone was secure in a safeguarded box. The phone was in great new condition. A charger and headset are
included. After charging for a few minutes I was able to turn the phone on with a nice screen. The phone is great. I have not had any issues with it.
I am able to use this phone with cricket wireless which is an AT&T network. This is a nice upgrade to my LG phone. Now I see why everyone likes
Samsung.",Positif
"I dislike the fact that this phone is freezing and does not allow me to access any calls or applications. I am very disappointed about this purchase because I just bought it and I need to know if I could get a replacement or a reimbursement ASAP, and I'm all the way in Jamaica, hence it is difficult to return. The window for the complaint has closed, but never the less I need to know how am I going to be compensated?",Negatif
"This phone was a complete upgrade from what I had before. I was an old model that couldn't run apps on the Playstore. This phone was everything I wanted. It can run just about anything on the Playstore. I can game on it for a few hours without any overheating issues. Battery can use little to no energy when it in low power mode. High quality camera and sound. Screen size was bigger than expected. For the price, It is just amazing!",Positif
I am very angry right now as u can see i ordered a 32gb both the box n the sticker said 32gb however wen i checked the storage its 16gb this is a total disappointment and a rip off...i collected my package today and i am not please,Negatif
the battery runs down very quickly,Positif
"The phone I received appears to be new however, I believe that is NOT the case as the screen keeps jumping, the battery doesn't last at all and if that isn't bad enough the earphone insert doesn't work!!?? I'm pissed as hell!!",Negatif
"Original seal of box has been ripped and another printed duplicate seal has been put on the original. Ripped seal can be seen easily... I don’t know, what they are doing. Not sure, its a brand new phone.... something is wrong",Negatif
"The phone is good for ONE sim card. I have tried everything and the dual sim card simply does not work ""cannot register"". I have 2 AT&T nano sim cards and was looking for a one phone option... sadly with all of my basic knowledge and major research it does not appear to work in the USA. If anyone has any advice I would love to hear it :)",Negatif
