Ulasan,Label
"It was good and perfect for a week, and the battery died and it never turned back on, i am very disappointed i want a refund",Negatif
"Got this for my daughter as her first smart phone. Wasn't going to spend $400-500 on a phone, so went the factory refurbished route. It is a very nice phone, looks new to me. came with non-OEM charger and cable, but it works so who cares. no ear phones but that's ok. What I liked is the availability of a 1 year protection plan that popped up with I placed this phone in my cart - the protection plan offers don't pop up for all the phone choices so I would place one in my cart the delete it if the protection plan wasn't offered, repeated until I found one that did. All in all I think a good buy. Square Trade provides the protection plan. I used them for a Kindle several years ago and they did a great job replacing it after my son broke it.",Positif
"It was locked and under some one's contract with an unpaid bill.
I didn't like it - complete waste of time",Negatif
"So I thought I’d wait a bit after my purchase to make a review about this product because I know some things can happen later on and I didn’t want to regret rating incorrectly.

For starters, the product came exactly when it was supposed to. A+ for fast shipping. I was excited to receive my package but a little disappointed that they’d just left it in front of my door. It’s a good thing I was able to be home at the time and expecting it. I thought since it’s a phone, they’d want a sign off.

Anywho, after opening I started to inspect the phone. The screen and back appeared to have some white smudge marks on them (I still have no idea what they were) but I was able to clean it with an alcohol wipe. There also appeared to be something white completely covering the speakers and inside the charge port which put me off a bit. I became worried.

Since I’ve received the phone, the performance has been normal. No shutting off randomly, no bugging, nothing a phone shouldn’t be doing. It’s been performing completely normal as it should be and charging at a pretty good speed, especially since I use my phone for work and play. The only complaint I have there is the speakers, which don’t appear to sound very loud. Speaker phone doesn’t really help with that either. The camera works well and so does the flash. No worries there. The phone was unlocked as stated and I was able to immediately connect my phone service with it.

I haven’t dropped it yet (knocks on wood) & hopefully I won’t ever. The 6s has been my favorite version since it came out.

For the price of the phone, the overall of it is great. I would definitely recommend it to others and hopefully you’ll all get the most out of it. As for any iPhone, I also recommend purchasing a shockproof case at the same time of your phone purchase.

I hope my honest review helps any others looking to buy their phones online.",Positif
Phone came immediately. It was in excellent condition and included clear instructions on what to do if you needed to return the phone (time limits etc). I am very happy because I ordered a phone from another seller a few months back and The battery was shot and no matter what I do the shutter sound for the camera never turns off. This phone was perfect and I’ve had no problems so far.,Positif
"I brought my iPhone 6s from seller Chubbiestech. The only negative thing I would say was I ordered this phone with express 2 day shipping but I didn’t get in until my third day. I ordered the phone Wednesday expecting it to come Friday but it arrived Monday.

None the less, this phone is awesome. Just because I received this phone after 2 days late, the phone itself outweighs my only con. This phone was totally unlocked. The description says only GSM unlocked (AT&T and T-Mobile) but my Verizon prepaid service (CDMA) works perfectly fine with this phone. I thought I would have to switch my service but I’m glad I didn’t have to. It was very easy to set up and this phone damn near is brand new. There’s is only one little nic on the top gold part but when you put an case on it, it will hide it all.

This phone came with a generic usb charger, car charger price, phone case, sim opener, and my phone came with a screen protector already on.

I highly recommend buying from Chubbiestech.",Positif
"Pros
Phone arrived in excellent condition no visible damage at all and properly unlocked I’m on cricket mobile all I had to do was insert sim and go.

Cons
After 3 days of use phone shut off and would not turn back on without being fully charged. Upon turning phone received an error notification that battery could not maintain peek performance

Solution
Contacted seller to no avail.
Contacted Apple store and was informed based off of battery statistics that battery was faulty and needs to be replaced for 29.99
Scheduled maintenance for next week

Results
Will update after trip to Apple and verify true quality of the phone

Overall
Honestly it’s an inconvenience about the battery but even with the additional fee of replacing battery phone still comes in under 300 for a 64gb 6s I wish there was more clarity as to what certified refurbished means but all in all still satisfied with product though customer service may be a problem if your issue is major luckily my problem was only 30usd",Positif
"The phone lasts less than 12 hours after 20 minutes of talk, a handful of texts, and a small bit of web browsing. wifi and bluetooth are on. For comparison, with my old iphone 6, that's at least a year older than what this outfit sold me, in the same environment and settings, I get close to 24 hours. I contacted customer support and they said that's not a problem for them, they test only for it to last 10 hours. They offered return and refund, but this is wasting my time. I offered for them to instead pay for the $29 Apple battery replacement offer, but they declined. Considering that I'll replace the battery anyway if I get a different refurb'ed phone, I'll keep this one and get the battery replaced in a few weeks once I know the unit is otherwise working well, since MyWit support said if I have Apple replace the battery it'll void their warranty.",Positif
"I thought the phone was great until I started receiving phone calls. At first I thought it was the person on the line who's phone was messed up. After a few phone calls it was obvious the phone isn't working properly and all calls sound like the person is miles away, hard to hear them unless you put them on speaker phone. This was one of my fears of buying a ""certified refurbished"" product and unfortunately I was right.",Negatif
"Phone is in perfect cosmetic condition. No knicks, dings, or scratches. Screen is also perfect (no scratches, dead pixels, etc). Phone performs perfectly as well. Buying refurbished can be nerve wracking but this seller did not disappoint. Thank you!",Positif
"Not an iPhone fan at all. Horrible software. Limited features. And worst of all, horrible 3rd party app integration.

That being said, this phone (iPhone 6s a1688) works exactly as it is supposed to on Sprint once you take it to a company store (i.e., Sprint owned, not franchisee-owned), have them register the device's IMEI with the network, and insert a (free) 6s-specific SIM card, which you can pick up from an Apple store if the Sprint store doesn't have any on hand for such an old phone. All plan-supported features work as they are supported (LTE, Wi-Fi calling, mobile hotspot, &c.).

Purchased from seller MyWit. Arrived in like new condition with a long-lasting battery. No scuffs, scratches, &c. Buy with confidence from that seller, at least.",Positif
"The phone arrived with some crud around the camera lens - it was clear than no real care had been taken in giving the phone a quick clean before sending it off. I was prepared to let that go considering the price.
I powered up the phone and within 5 minutes it was roasting hot and the screen kept freezing. A full charge was down to 2% again within 20 minutes. I checked in settings for the phone info and found that the battery was old and seriously depleted. I had an email from the supplier asking if I was happy with the product. I replied explaining the situation and did not get any response whatsoever. Save yourself the hassle and don't bother. I would give zero stars if it was on option.",Negatif
"The phone is really great! I was worrying that the phone will have scratches or will be locked, BUT IT IS PERFECT! Perfect condition!",Positif
"My wife has been on a REALLY old phone (iPhone 4S!!!), so as an early Valentine's Day gift for her, I decided to get her this rose gold iPhone 6S-- she was really blown away by it!!! I bought the phone from Chubbiestech, they shipped it really fast! The phone is Certified Refurbished, but it basically looks and works as if it were a brand new phone!",Positif
"I have been a customer of Amazon's for 10 years. I'm pleased to say I have never had a poor experience from anything I've purchased. The exception to that being this refurbished cellphone. The phone I bought was actually quite nice, looked practically brand new. Issue was the battery barely lasted a day. But the REAL issue was the fact that even though it was unlocked and I had a SIM card I knew worked (because I took it out of my working Iphone 6) the phone would intermittently (at best) work with T-Mobile. It was show full service and LTE and then just no data or cell service. It would then go to 4G or 3G and then to no service. If I put it in airplane mode and then back out of airplane mode it would maybe start working.

THAT SAID, I figure, hey the package says to just call the third party that actually sold the phone for support. I did that 3 times and I also emailed them. Contrary to their claim DealFisher didn't care about my business or more importantly my satisfaction seeing I never got a call or email from them. I called T-Mobile and Amazon, both of which worked with me for about 30 minutes each trying to get the phone to work to no avail. I ended up packing up the phone and returning it and just bought a new phone from a friend. Long story short is I will NEVER trust a refurbished device again thanks to this experience and I will be very hesitant to use a third party seller on amazon again.

My recommendation to you is: amazon does have a great 90 day return policy so if you're trying to scrape by and get a pretty decent and new-like phone give it a shot, you might get lucky. I'd say have a CLOSE look at the seller's reviews and see if they seem to sell junk phones to lots of people. And my best advice, never purchase from DealFisher!",Negatif
"The phone seems pretty good, except that you would expect someone who refurbished a phone makes sure the battery is okay. My son is using this phone and he is lucky to get 3 hours of battery life. We will probably return it.

Update 4/19/18 --- We got the battery replaced and all is well now with the phone. However, the vendor (Dealfisher) refuses to cover the cost. It is something they should have made sure of before selling this phone. I do not recommend buying from this vendor.",Negatif
"This was a great way to buy a replacement iPhone 6S. Make sure you check the vendor: this was from BuySPRY who is a certified Amazon refurbished phone provider. The phone arrived in perfect condition inside a sturdy plastic box. The activation instructions were out of date, in that they insisted the phone be activated over Wifi when the iPhone itself refused to work without inserting a valid SIM card. Once I did that, activation proceeded as normal and the phone works perfectly. Great battery life too.",Positif
"This cellphone has a hardware problem. I reset it but still the same problem. The apps doesnt work, it shut downs spontaneously and sometimes it freezes and i have to reset the phone to make it work again. Doesn't work please I need you to contact me in order to solve this problem",Negatif
I complained about the battery (Because i have to charge it everyday at least 2 or 3 times) and the seller has done nothing about it.,Negatif
"First off all before I get to the phone the charger wasn't working, it was a third party charger that wasn't supported. And now the phone had scratches! (that I didn't mind) but when I I stared using it I realized that sensor isn't working! So the certified refurbished is just a lie it's a used broken item that someone sent back!",Negatif
Bought a new phone for my dad for fathers day! Even though it was pink only this seller had positive reviews and I didnt want to end up with a dud. Came right on time had to sign for it and in an iphone-esque box. All good i put it in a nice case and my dad was good to go! Works great no issues at all. Could see some wear and tear around the part where you charge and head phone insert but overall great job on the refurb!! Idk about other sellers but Chubbie is the truth. Ps i was not paid for this i shelled out over $200 of my own money.,Positif
"I cannot thank enough to people at Bluetek Intl. This was a gift for my daughter and she loves it a lot. The smartphone is in incredibly external shape, no noticeable scratches or dents, like a brand new device. It’s fully unlocked and it has been operating only for three days; so far battery lasts as supposed, compared to other iPhone 6S (64GB) and shows few charging cycles count. These smartphones tend to get warm to hot on the back when using cellular transmission module, but in this case that’s nothing different from my personal device which is brand new from my network operator. I’m considering to purchase a second IPhone 6S or SE from Bluetek Intl. I just would recommend customers of Refurbished Apple smartphone to invest in an original Apple power adapter and lightning cables as these devices are sort of “sensitive” and prone to fail when charged with aftermarket not certified power adapters.",Positif
"I’m not going to lie, I was terrified of ordering a refurbished phone from amazon especially with all the mixed reviews. However after reading through the reviews from one specific seller (BuySpry) I felt a little more confident! My phone came on time, with a little difficulty though, but that has more to do with FedEx than it has to do with the seller.... Anyways my phone looks as good as new, the quality is great and I was able to insert my sim with ease and no problems so I’m very happy! I would recommend ordering from BuySpry if possible... they have some of the best reviews I’ve seen as far as sellers go.... also be mindful when changing GB and color because the sellers change as well. Anyways I’m very pleased and happy I ordered!

.....

Okay, I’ve had this phone for little over a month now and I’ve realized that when I take photos, it always makes the shutter noise (even in silent mode). I’ve done some research and found out that this is because iPhones intended to be sold in certain countries dont allow you to turn off the noise, for privacy reasons. Tbh this is really annoying to me and bothersome, I have anxiety so to take pictures in silent places and have your camera shutter is like the worse for me. This isn’t to deter people from buying this phone but just be mindful that this might be a problem for you as well. However I still love my phone quite a lot and would still recommend!",Positif
"0 stars if I could.. first of all Amazon should not work with this seller which gives bad reputation to them. Phone came nice and clean but unable to turn on; apparently phone is dead and wont charge at all , not even the red battery or charging status showing. 5 hours charging and nothing. Charger does work because I tried it with other iphone.
Seller should have taken the time to test the phone prior to shipping it.
This bad experience makes me not to trust Amazon anymore",Negatif
"I have only had my phone for three months, and It broke. Brought it to the apple store and they told me it was because of whoever owned it before me. They damaged it cosmetically, which damaged it internally, thus breaking my phone after only owning it a few short months. I am very displeased because not only did I have to pay for a broken phone, but I also had to pay for its replacement. Very unhappy.",Negatif
"I received this phone to find the outer shell and screen in good condition. However, after I ran diagnostics on the battery, I was disappointed to find that it was not in healthy condition. The ""design capacity"" of the battery was at ~75% and had been cycled through over 400 complete charge cycles. All this to say, the battery was in a significantly used and degraded condition. If you order an Amazon Certified Refurbished phone, just keep in mind that it you may receive a phone/battery in similar condition.",Negatif
"We got this phone for our daughter for Christmas. I have the Plus version and am very happy with both. If you're familiar with Apple products, it works just like the others.",Positif
"The phone is great. The battery is poor. After using this certified refurbished phone for less than a month, the batter performance which was not great when I got the phone continued to degrade. To me refurbished should mean that the battery is new or is performing close to as new status. Even with the warranty, sending the phone back on the battery issue will be difficult as there is no good way that I can tell for the number to be ported over while I send the phone in for a battery replacement under warranty. That will take days that I can not afford to be without the phone.",Negatif
"The phone itself is great, overall.. Except that it has had problems of freezing up randomly here and there. When it happens, I cannot turn off the screen and have to wait for it to shut off on its own. I reported this problem to the seller, ChubbiesTech, and they gave me instructions on how to restart the phone when it freezes. This did not solve the problem, so I agreed to return it. The freezing would happen intermittently on a daily basis, usually multiple times in a day. I've put off returning it because it does have a 90 day warranty, and it is inconvenient not to have a phone for several days when making the exchange. So I still have the phone, and the freezing has been less of an issue lately. I am hoping that it resolves and doesn't return. However, I should never have had this issue in the first place!",Negatif
I bought my son this phone because he deserved an upgrade. His grades have been going up and I’m proud. Chubbiestech was great and sent a real top quality product. The phone was given to my son as a Christmas gift but since then there have been no problems with the device. It practically looks and feels like new!,Positif
"I was so nervous about ordering a refurbished phone, but needed to replace my iPhone 6s and needed an affordable option. So glad I took the chance, as so far has worked out great! Phone came packaged nicely in box (not original iPhone box) and included charger. Note that it did not include the headphones which was not an issue for me, not sure I would want refurbished headphones anyways. Phone was very clean and looked brand new. Set up was super easy as expected (no manual, but again not needed) and has been working perfectly. I am so thankful there is a trustworthy company offering an affordable option for this phone, and would buy from them again.",Positif
"So far so good! It’s only been a few days, but the experience so far has been perfect. The phone is in excellent condition, it looks brand new. Shipping took only about 2-3 days. I do think people should try and read the experiences that people had with that particular seller. I think it changes depending on the seller. Mine was with “MyWit”. The price was great as well. Overall happy with my experience!",Positif
Beautiful phone at first glance only to find out that the microphone does not work. So I brought the phone to local Apple store to find out what is wrong with the phone. Diagnostic showed that front left and right bottom microphone failed.,Negatif
"Phone was in excellent condition. I ordered the iPhone 6s 63gb silver. No scratche or dings. Came with charger but no earphones, which is ok. The only reason I’m giving this product 3 stars is that the phone was from Japan, which means that the camera shutter will not be silenced no matter what because Japanese law requires the cameras of their phones to always make a noice(for privacy reasons so that no one spies on people). It was only a problem for me because I can see how annoying it can be especially when your trying to take a quick and silent picture inside of a library or classroom for educational purposes. Other than that the phone worked great!",Positif
"There is a password on the phone it came in a dirty scratched box, no head phones and a dirty bunched up charger. When you are paying this much for something you expect it to look clean in a nice box and with the original accessorizes and no password.",Negatif
"The product is near perfect. There's not a single scratch on the body, but there's a little shadowing in the upper left-hand corner of the screen. It doesn't really bother me though. The biggest surprise was that it came with an authentic Apple charger, not an off-brand one like I got from BREED. The phone was definitely unlocked as it took my sim card and I had no trouble with the auto-transfer from my old phone to this new (to me) one. I will likely buy 4 more of these next year for my kids from MyWit only. I'm very happy.",Positif
"bought this as a replacement for my son who's other 6s battery expanded and knocked the screen out. This phone came in good delivery time and good shape. It looks as new, we put his straight talk sim card in and he was busy loading apps last I seen. We have only had the phone for (?) two weeks now and nothing strange has happened so I don't expect it to have any problems. I would Highly recommend this product from this seller and would not hesitate to purchase from them again in the future.",Positif
"Came quickly and works great- like new. I would focus on the supplier when buying these phones. I picked ABC direct because it has 99% overall positive reviews. Some of them are closer to 70% positive (not great in my mind). If you look carefully, the supplier changes daily and depending on the color and storage space you select. Investigate that specific supplier before making your choice.",Positif
"One positive thing: I ordered it ""Next Day"" delivery and it arrived in 24 hours.

The phone is mostly fine, but it does not hold a battery charge. My phone is one of my main work tools so I must make sure the phone is always at 100%. Otherwise, despite being plugged in, the phone will continue depleting. This happens sporadically, not everyday. But when it happens it's unnerving!

Another annoying thing is that it is not possible to silence the camera shutter sound effect when taking a picture. This is why I give it 1 star. I very often use the phone to take pictures of my dog or of street art and this loud noise distracts my dog and attracts attention from all within earshot. I researched it and apparently there are some countries that demand the phone be modified to function in this way. How creepy is that?!!! I guess that's what you get when buying a ""refurbished"" phone.",Negatif
"Purchased for my mother in law! It works well for her and has a decent battery. Not much to say as it is an iPhone (the Toyota Camry of the phone world)!

If it had any scratches, we could not find them. The screen looked new and it had everything that a new phone comes with.",Positif
"I was very scared to order a refurbished phone, but was very presently surprised with my order. The phone came well packaged in a white box with an Apple charging cable and power brick. That was a good surprise as the description for the phone said the accessories may not be Apple. The phone has no scratches or signs of wear whatsoever, and powered up easily. Set up with my new carrier was fast and easy, with no problems at all. The only thing I noticed is the battery doesn't seem to be perfect, but it's still really good and it is refurbished so that's to be expected. Other than that, it's exactly like new and I would highly reccomend.",Positif
Had this phone for about a week and completely satisfied. Phone was in excellent condition. I was concerned with the battery however it has performed well. Even if I have to replace the battery within the next few months I still think this is a great value. I read some of the negative reviews however I believe if you buy a refurbished phone expectations have to be lowered. That being said I am so impressed with this phone that I probably will never shop at an Apple store again. Many times you get what you pay for but this has not been my experience with this company.,Positif
"This came with the old battery. It has a battery max capacity of 80% which means the phone dies much faster than a phone with a new battery. I didn’t realize this until i noticed my phone was dying after about 8 hours after full charge overnight. By this time, i had this new phone set and didn’t want to go thru the hassle of sending back and starting over. I think this seller counts on that. Now I have to set phone to low battery mode for it to last a day until I have the time to buy a new battery",Negatif
"This is a review for an iPhone 6s purchased from eKings.
After having to replace my child's phone for the third time I was not willing to pay Apple's price so despide a lot of negative reviews I decided to bite the bullet. I am very happy with the purchase. The iPhone arrived in pristine condition, packaged as if brand new! Everything works great, activated immediately with T-Mobile. The package included the small paper clip-like thing to remove the SIM card from my old phone. Overall great experience with this purchase from eKings. Note that the iPhone probably was not a US model since the shutter sound cannot be turned off.",Positif
"When the phone arrived, the speaker didn't work well. It has been very quiet and I can't even hear my gps when I drive. I called the warranty company which said I have 90 days warranty and they told me there is nothing they can do but trying to return it to Amazon. I can't listen to music on it, I can't call people on speaker, I can't use it for gps so I don't even know why I got this phone. Now I feel I am stuck with it with no further help. I will not recommend this product and the seller.",Negatif
"Phone meets if not exceeds my expectations of quality for a refurb phone. I had no trouble setting up after popping in my sim card. The battery seems okay. The only damage I noticed was very moderate and shallow scratching on the screen. I didn't even see it until the phone was powered off; it has no effect on the quality of the user experience whatsoever. Charger that came with it was aftermarket and there were no headphones - just as advertised and expected. Charger works just fine. I will be sure to update if I encounter any issues regarding the function. Thanks for the fast shipping! My phone came from Tech Venture, for reference.",Positif
"Basically, I receive it, charge it and start using it.
After I have done the setup, I started noticing the touchscreen doesn't work.
When typing, it doesn't take what I type in or response multiple times. For example, I tried to type ""run"". Sometimes, it only shows ""un"" or ""rrrrrrrrrrrrrrrrrrrrun"". After contacting tech support, wipe out the phone and do everything again. After done setting, I don't even have any way to log in because one of my pin numbers has the problem. Tried to type ""0"", but the same situation happened. So, I decided to return it. When trying to wipe out the phone again, the same thing happened to final confirm wipe out area. Receiving this phone is really frustrating, the seller should check phone thoughtfully before sent out. If they don't, this is just wasting both sides' time and time is money. Giving one star because sending me something that doesn't work.",Negatif
I bought the phone and the battery started to not charge as well. We were just over 90 days so I couldn't return it. I took the phone to a local shop and they said whoever sold this to you put a cheap battery in it. I had the battery replaced and it is now working great. Please do not put bad batteries in the phones prior to selling just to save money.,Negatif
"Phone itself is excellent, but it came from Japan originally, so can NOT turn off annoying camera noise every time I take a picture. This makes it almost impossible to use for snapchat in a public place or even at home without annoying everyone. I am upset, that this was not mentioned. As a US citizen, I would never have purchased this particular phone if I had known about this fact. I am disappointed this is not in the product description very prominently.

Because of this experience, I will never buy a phone online from Amazon again.

GIVE THE CONSUMER THE INFORMATION!!!!!",Negatif
"Bought this phone for my son who is 11 and thought it will be a good option to get refurbished rather than a new one , given his age . However, this phone’s battery is completely useless ! Noticed battery percentage was going down really fast , then decide it to charge it to 100% and even set it to power saving mode . After a few hours , it went down to 30% without even using it ??
So disappointed with this purchase !! Will never buy from this seller again , would rather stick to Groupon since I bought 2 phones from them and never had any issues like this or any at all !",Negatif
"I got this phone in GOLD with 128GB back in February. I bought from the seller: CHUBBIESTECH. The phone was in WONDERFUL condition and came with a glass screen protector already installed. The package included the phone, a generic lightning port charger and block (neither of which actually worked to charge the phone, this didn't bother me, I already had a reliable charger that did work to charge the new phone), a sim card remover, and a plastic cellophane covering over the screen. Headphones were not included. Overall, the phone functioned perfectly with Cricket as my carrier. I did have to go to my carriers store to activate it and pick up a new sim card. The phone takes any NANO SIZED sim card. Over six months I found that the phone only had three flaws, all of which I considered minor:
1. The camera SHUTTER SOUND could not be turned off and was always on full volume.
2. The phone did not VIBRATE. I could never get it to vibrate, not from phone calls, notifications, custom patterns, or the like.
3. I would never receive NOTIFICATIONS from the Instagram app. notifications would appear in the corner of the widget on the homepage and when I open the app but never while out of the app or while my phone asleep.
I was definitely happy with purchase as a whole.",Positif
"Now it has another issue... This phone is amazing EXCEPT now that the battery has been replaced, which I had to fight to get done, there is a problem with the speaker. I can only use it when I am connected to a bluetooth speaker. Unless I am using headphones or a speaker, I can not use it as a phone AT ALL. No one can hear me. The iFix place said that I have to send it away to CA for them to attempt to fix it, and that is probably going to take weeks. I need a phone. This is silly. Waste of money, I will have to get a new phone because this is not worth it.

++++++++++++++++++++++++++++++++

This iPhone was ok for being refurbished. The battery was at 82% capacity within a week. I got the battery replaced and after much back and forth I got it replaced locally. It's only a month old... And thankfully back to 100% so i don't have to charge it three times a day. I love having an iPhone, and I have been a very loyal Google phone owner since the beginning. Great camera.",Negatif
"Just received it. It looks fantastic. The outside has no visible marks or anything. The screen is awesome, and 3d touch works fine. The battery life seems like it's on par with a brand new iphone. It's unlocked, and the camera is just so awesome. Everything works fine. It even shipped with a 90 day warranty card. The box includes the phone, lightning connector and the adapter, which works okay. Great job, MyWit.",Positif
"Very nice packaging I was surprised but how neat it was. Looks like a brand new phone can’t detected any scars or scuffs. Came with charger but no headphone. But it’s alright the phone itself is perfect condition. The battery gets warm around 15 minutes of use but it’s ok. HIGHLY recommend buying it from ChubbiesTech!, What a great product.",Positif
"The phone arrived on time and was well packaged so there was no damage. I needed to run the IOS update, but that went smoothly once connected to the WiFi. I bought a case with this phone, so the ROSE color doesn't show anyhow. Don't get hung up on the color of the phone back side if you're just going to put it in a protective case. I've only noted an occasionally louder than usual home button press, but all else works just fine. I'm glad I got this refurbished 6s instead of the insanely high cost of a new phone. This particular phone works well. Will the one you bought work the same? I guess that's the same question for each purchase isn't it?",Positif
"Phone arrived in a timely manner and in great looking condition. Setting it up was easy since it was fully unlocked.
Only issues are that it does not hold a charge so I am constantly connecting to power, the charger it came with does not work with phone or any other Apple product and lastly the phone will randomly freeze up and will not respond to input.
I understand you take a risk with buying used so I have only me to be disappointed in.",Positif
