Ulasan,Label
We are having problems getting data on our phone went to provider it�s set up correctly,Positif
"Had to get a new phone, and really dislike the other options. The major drawbacks for this phone are the edge display, which is impossible to find a good screen protector for, and the fact that after recently cracking the display, I realized it costs roughly half the price of the phone to replace. Other than the price of the display and the obnoxious, and seemingly pointless beveled ""edge"", I absolutely love the camera, and the phone is very fast. The Sprint network obviously does the phone zero justice, so you may want to change service providers to benefit the the performance that this phone has to offer.",Negatif
This phone has a mind of its own. Very unhappy with it,Negatif
"It's clear now that mine arrived defective. A problem started as intermittent and got worse: people couldn't hear me on speakerphone, and sometimes in handset mode too. I had a long call with tech support 3 months in, which ended in my hard-resetting the phone. The problem seemed to go away but didn't really. Then I dropped the phone getting a functional, and barely visible crack. I eventually confronted the problem again, calling tech support. I mentioned the crack and they said this would not impede repair under warranty. As instructed, I brought it to UfixIbreak, where I was told that a) the drop voided the warranty for all parts b) they would replace the broken part without also doing the screen even though I didn't need it done. So the cost for me was not zero but $340.

When my Korean car gets rear-ended, does that automatically void all the warranty on all the engine parts?

I am livid and definitely won't buy a Samsung again.",Negatif
"This phone is too large in my hand and I cannot interact with it easily as I did my 5s. Screen is beautiful, OS is glitchy, designated Bixby button is obnoxious. I hit it in error many times. Doubly annoying because I don't use Bixby. Camera is very nice. I've been using it for almost a month and it is very quick with a two day battery life with occasional use.",Positif
Originally all was great one of the two phones purchased the microphone has stopped working. Went through all the online recommendations to correct this. It only works with the headset plugged into it.,Negatif
"I only gave 3 stars because this phone did not come with a Sim card tray. It just has a gaping hole where it should be. So when I took it to Verizon to get my number and info transferred to it, they couldn't do it. There wasn't one loose in the box anywhere, so it just didn't have it. I searched the many reviews for this item and I didn't see anyone else mention this problem, so maybe my phone was an anomaly for not having the sim card tray. Anyways, I had to order one online and once it arrives I can get my info transferred and test out the phone.",Positif
"Great phone. No problem there. Problem is that this particular phone from this particular vender is a Sprint phone and will not work to full capacity on Verizon network. In particular, the voicemail icon for Verizon does not work on this phone. There is no icon for voicemail. I called Verizon about it and they said that since the phone was made as a Sprint phone, there is nothing they can do about it. In trying to help me out, Verizon told me that they could not do a shared screen process to figure out the problem. I am not willing to spend this much money on a phone with so much potential only to discover that the phone was made for the wrong company by whom I receive service. I will be returning this phone to get a Verizon compatible phone.",Negatif
NO SEAL ON BOX (only tape). NO INSTRUCTION MANUAL/TERMS&CONDITIONS. Returning.,Negatif
"do not buy phones, etc from amazon",Negatif
"I bought this phone and I am traveling internationally. The phone says unlocked, but when I tried to use the phone with a India SIM card, it didnt work. When I called Samsung Customer service, they say that this version is US only. There is something called Region lock and I am still struggling to figure out how to make it work in India. I am really frustrated spending so much a phone and doesnt work.",Negatif
"If you don't mind losing features from your carrier get an unlocked phone. This phone is not programmed with any carriers software. I have lost 5 or 6 options I need with ATT. ATT tells me there is nothing I can do and they cannot flash or install their software. My only option is to buy a new phone, unlocked directly from ATT. This phone is a waste of money and had I known all this prior to buying it, I would not have bought it.",Negatif
"be aware that on AT&T networks, the unlocked phone does not support wifi calling.",Positif
Returning phone...no WiFi calling. Can�t use where there isn�t a network.,Negatif
After doing a fair bit of research I am pretty sure that many phones people are getting are fake Chinese knock offs. I would not recommend taking the chance on this. They look similar but there are subtle differences that say these are fakes.,Negatif
This phone is not unlocked. Took it to the verizon store and they said this phone was not enabled for their service.,Negatif
Been a galaxy owner for years now there's nothing special about this one from the rest I these phones are expensive and I have yet to be wowed on any cell phone wont be upgrading no time soon until then,Positif
"The amount of bloatware this phone comes with is unprecedented. Samsung needs to stop with the outdated, unnecessary programs or LET OWNERS DELETE THEM. I feel like I bought a car and the trunk came stuffed with crap I don't want or need, and I can't remove it to put things I want in there. Shame on Samsung. What other industry gets away with this? I don't want to have to hack my own phone to get rid of crap I never asked for!",Negatif
"I purchased a s9+ about a month ago from Samsung , this phone and all the phones that have Bixby have a system Virus that Samsung tells me you can not remove. This is why it is a virus, it installs itself you can turn it off but it will reinstall itself and turn itself back on. When it does that it gives complete access to everything on your phone if you accidently hit the button on the side or swipe left. and it can't be stopped according to Samsung customer service.
This virus is bad, ""REAL BAD"" unless of course you do not mind sharing all you phone numbers , emails , texts call history email addresses, photos , videos , etc.
I love the phone it is the best camera I have seen, but the phone itself stinks, because of this virus.
if you accidentally pick up the phone and press the button or swipe too far left Bang! the virus is back in 6 different places and all your personal data is accessible to the virus even though you spent the time to turn the VIRUS off in the 6 places and remove permissions , one little slip of the finger and the virus is back in full force.

I have no Idea why Samsung would insist on accessing my personal information when I have tried to disable their virus software BIXBY , and it still propagates back on the phone.

Samsung told me it is not a virus, what is the definition of a virus, my thoughts are , if it is something you can not stop from propagating in the OS , and It has full access to everything on your phone , and once deleted or deactivated propagates itself back on the phone, and again gives full access to you personal files and information to the Virus called ""BIXBY""",Negatif
"This phone is alright, but it is nothing compared to the Finney by SirinLabs.com. The Finney is ultra SECURE, with a built in cold storage wallet for crypto lovers. It has 128 GB of internal storage upgradeable to two terrabytes. The Finney has decent cameras, a great battery, 6GB of ram, and the phone can pay you over $300 back through short videos when you get the phone. More videos will be added in the future, making the phone not a purchase, but a mo ey maker. The Finney runs on the blockchain technology with SECURE calling, messages, internet trafic, and IPS, as well as other security measures. The Finney is also a breeze to use.",Negatif
I ordered the Coral Blue color for the S9 phone. The item picture here shows a light blue shade however what I received is much deeper blue and hard to tell if it's blue or black unless you see it in bright light. Not happy with the color I received but otherwise a great phone especially at the discounted price I got.,Positif
I did not undetstand unlocked meant that so.e features with own carrier might not work. Sending back to buy locked version from retailer.,Negatif
"Don't buy!! Two things are good... the touted good camera and processor speed. Sound is marginal and maybe worse than previous issues. It is NARROW, terribly so such that 1/3 of my time is spent correcting misspelled words no matter what keyboard I try. Yes typing on the horizontal position is ok, but awkward and you have to use 2 hands. Samsung dropped individual text notices and so now EVERYTHING sounds the same when notified making you pull out the phone, unlock it, then find out what the notice was for... drivel!! At least weekly I have to restart the phone for the dail numbers to work, otherwise it does not put calls and texts through. The screen touch is over desensitized with a screen protector sometimes requiring multi-touches to respond even when in the sensitive mode. It reminds me of Microsoft's Mellium PC format.",Positif
I don't know how a brand new phone came with a battery charger's cable damaged ? I need the battery chargers cable to re-charge my phone.,Positif
After 2 month of use out of nowhere the cellphone screen is not working. i have dead zones and the screen is flickering. I live in Argentina and Samsung's Argentina does not want to fix it since i bought it in USA. I need a solution right away!!!!,Negatif
"Esperaba m�s del tel�fono, no estoy seguro que sea original. Lo compare un poco con otros del mismo modelo y creo que la c�mara no es la misma.",Positif
"Received ""midnight black S9 used-like new"" today and opened phone with all items in the box. Phone seems to be ok for now but will have to see after a fee days if it works with no defects.
I was surprized to see the earphones came damaged. Looked as if one earpiece was chewed on by a pet. I am requesting a refund or a replacement for them",Positif
The headphones are not original from samsung!!,Negatif
"I paid more than $700 and all I got was an empty box!!! Not only that, but this seems to have been a reconditioned unit, or some kind of ""new old stock"", re-handled and re-labeled. But what I really got was a box that was sealed with factory tape (or reconditioner's shop tape), all the accessory cables and connectors, but NO SAMSUNG PHONE!!! Pay $700, get ZERO!!!!!",Negatif
When the phone arrived excited to use it then boom it does not work! It is an UNLOCKED phone they say but it really isn't. Their Customer Service stinks and are no help.,Negatif
The appliance came with the back cover broken. Unfortunately I live in Brazil and I can not send the device back. I am extremely dissatisfied with Samsung lack of quality.,Negatif
"Bought a Samsung S9 got it home and the audible was so poor you could not hear the other person speaking, sent it back got another one it is doing the same thing sending it back today.",Negatif
"""Hey, you know that part of the phone where you hold onto it? I think it's called the side. Yeah, we put a screen there that serves no purpose other than to click things when your just trying to hold onto your phone. Oops you didn't want to click that button, too bad you didn't just drop your phone.""",Negatif
Its an unlocked phone but each manufacturer adds there own preloaded set up.,Positif
The service seems to be spotty with the S9. My S7 never had any issues with service area. There are certain areas in my home that have a bad connection or drop calls. Frustrating,Positif
"So different from previous models. Removed many of the options i need and loved. Sad.

I needed lots more internal memory. Almost left galaxy after many years due to curved screen and sillyvedge...and bixby.

I was advised by many techs not to purchase this model. I finally decided based on slo mo and avitar added to more memory.

Still don't like iPhones but feel they are much more sturdy and have better batteries. But they have no micro sd card! What the heck???

When galaxy removes sd card i'll have to switch to iPhone as I can no longer replace batteries in galaxy now. Dumb!

Very complex phone with Long learning curve. Too many options! Hate curved infinity screen, bixby & edge. Useless waste!

64 gb memory is great so far. Once you buy alexa you need so much more internal memory.

Not sure how long battery will last. Crossing my fingers since it can't be replaced. Oh crap!

Why on earth did they use curved infinity screen? Very hard to find case and screen protectors that work. Makes it so fragile.

What is value and purpose of ""bixby""? Also find ""edge""useless and unnecessary.

Great stereo sound on movies.

Still learning phone hidden tricks after training for weeks! Learning curve takes forever.

Will deal with camera soon and get back to you. I loved the s4 and s5 cameras. Lots Less Mp now on this cell. Will have to see.",Positif
I bought this mobile last week thinking it is a new one but it's not. It is a refurbished piece. The performance is not good. I'm very disappointed with my purchase.,Negatif
"I ordered two of the galaxy s9+ phones at 256gb. When they arrived, they were the wrong ones at 128gb. This is something to be mindful of before you activate it with a carrier. I use my own straight talk. Even though they were the wrong phones, I decided to keep them anyway just because I already went through the process of switching it over to straight talk. The phones work great and I am happy for that. Not happy that they are not the 256gb like I paid for.",Negatif
"Battery life sucks! It will be drained half way in your day no matter how you use it. I called both Amazon support and Samsung support, both recomended to adjust the brightness of my screen :|",Negatif
"A year ago, I went with a Moto G5 Plus with Amazon's special offers. That phone was great. Excellent battery life, and an almost stock version of Android. Only downside was the cheap glass screen which cracked not even a month after I had it, and the mediocre pic quality. This time around, Amazon had a deal with the S9 and a free Echo Show (which I was able to hock on ebay). I was expecting leaps and bounds vs my old Moto. However I've been somewhat disappointed. 1. The battery life sucks on this phone! I find myself having to throw it on a charger otherwise it will barely make it through a full day. 2. The fingerprint scanner is garbage compared to the Moto. I personally prefer the scanner on the front, but the S9 seems to have a delay that can be frustratingly annoying after a while. And yes I've taken multiple scans and re-scans of my prints. It does take nice pictures, and I love wireless charging and the secure folder feature. Other than that, I'm still on the fence. I may just send this one back to Amazon and order a g6.",Positif
Lo quiero regreaar el tel samsung Galaxy 9s plus,Negatif
it did not meet my expectations,Negatif
"For some reason, my battery is not good. Not sure if it isn't the original one, but it is not working good at all.",Positif
Worst battery ever life. Upgraded from s9 to s9 plus thinking I would get better photos and extended battery life. But this phone is worse in all aspects. Battery on s9 used to last whole day but this one dies in 14 hrs with same usage!! Picture quality is also not that phenomenal,Positif
I bought this phone in August 2018 only th realized from an individual with s s9 that mine is not the real deal. Please stop selling things so expensive and they are fake. Now the return period have gone and dont know what to do.,Negatif
"I'm sure that the cell phone battery is defective, because normally a new cell phone usually lasts the battery at least the full day and in my case with normal use the battery does not last the whole day, I must charge it again in the middle of the day so that last until night",Negatif
I received a USB drive instead of my s9 phone.,Negatif
"The S9 Plus is nearly as silly as the Iphone. Samsung has managed to make an impractical phone that looks sexy. For starters, the battery is glued in! Three replacement batteries kept my old S5 alive for many years. Now I'm looking at $100 to replace the battery in the S9 Plus. Ouch!

What's with those curved edges! My screen already has a couple of scratches and I still can't find a screen protector that doesn't piss me off. At this rate, I'm going to need another phone in 6 months... but perhaps that's what Samsung is hoping.

It's not all about length; it's how you use it! When holding the S5 in one hand, my thumb doesn't reach to the top of the screen; it's now a two-handed device. Plus (pun intended), it's too long for my jeans pocket and it jabs into me when I bend at the waist.

It takes great pictures. Other than that, I'm missing my S5.",Negatif
It's ok,Negatif
Speaker often goes in and out from being normal then to an awful echo.,Negatif
"This is a great phone and I would buy it again outside of all the tracking that Google and Samsung do on you that can't be removed no matter how much messing with it you do.

My only complaint is that Verizon says that it is not a authorize phone even though if you just swap your old sim card into it the device works fine. It just won't show up on your account as a recognized phone with model number that you can manage but atleast you avoid the activation fee.",Positif
"The phone does every great, EXCEPT the actual phone part is horrible. I�m probably going to return it. Calls drop every day. It won�t dial out unless I restart it. This happens whether the call is WiFi or via the carrier. This did not happen with my last 6 phones. Same carrier for last 6 phones, but this ""Flagship"" is a POS WITH A CAPITAL ""S"". In addition, it does not hold its value. It�s unbelievable to me that a OnePlus will sell on EBay for 95% of its purchase price every 6 months when the new version arrives. But I bought this on Cyber Monday for $547 plus tax with a normal price of $899 and it�s selling on EBay in the 400s! that�s ridiculous drop in value compared to OnePlus. My biggest complaint is failure to dial out. I�ve tried rebooting. I�ve tried resetting everything. I�ve called my carrier. While the camera is exceptional, it FAILS at being a phone!!!!!! UPDATE JAN 24, 2019 - I received a replacement. The replacement had the same defects as the original, PLUS The volume from speakers was lower. It is unworthy to be called a flagship. It looks nice. It has a nice screen. It has a terrific camera. It is a LOUSY phone - it�s main function. It is Filled with Samsung Bloatware. AND the predictive swipe texting on both phones was the worst at predicting words of any phone I�ve ever owned. The keyboard sucks in swipe mode. Horrible. I�m going to OnePlus (no bloatware) or Apple (security and just great products).",Negatif
"The phone has not had any issues, except for the lack of wifi calling, which I recently figured out aboard a cruise, which made it a pain in the butt not being able to use my phone for calls. Had to switch back and forth to my work phone, an S7 to do wifi calling.",Positif
"After opening the shipping box I found a wrong item inside. Instead of a Galaxy S9, there was a Galaxy S9+ box sealed with shipping tape on both ends. I opened the box and found no phone inside, only some chains, yes chains, wrapped on a napkin, a Samsung charger, a couple of generic chargers and some other small accessories.
I reported the incident to Amazon but they were unable to help me, unless a police report was filed.",Negatif
"The main issues with the S9 Plus are with camera performance. The rear and front cameras consistently overexpose the shots. This was a problem on the S8 as well. In addition, selfie shots are a bit soft and a little washed out. If you're not picky about photos from a high priced phone, then go for it.

Other gripes are the half dozen Samsung apps that cannot be uninstalled and the Bixby button that can't be remapped (typical Samsung)",Negatif
"Product is performing well, but moving photos over is a real problem. Also volume on phone is too low. Maybe this can be fixed, but so far no luck. Very disappointed with seller/Amazon. Original order was canceled, not by me as reported, but by the seller/Amazon. When I finally got the phone it cost me $70 more than original order. I have not yet fought this battle with seller/Amazon.",Negatif
"Phone didn't had a IMEI number that was set up correctly. Appeared to be a ""European""-settings phone. So ""unlocked"" is very misleading.",Negatif
"I got this phone from T Mobile two weeks ago.
First, many personal settings within the Samsung apps and have been removed. For example, I prefer my screen to be dark, they've removed this choice, all apps are annoyingly bright white and hurt my eyes.
Second, I know the slender body is for easier hold, but they've scrunched the keyboard (I've actually had to come back and edit this review with a real keyboard for all of the grammatical and spelling errors this little tiny keyboard left me with here). I'm not some old person lacking in dexterity. It is difficult to swipe and I'm often hitting the wrong key or inadvertently switching screens.
Third, yeah, the camera is just ok.
Fourth, I should've qualified for a TV through Samsung getting this phone. I jumped through a myriad of hoops just for them to deny me on an unstated loophole.

To say the least, I disliked the S8 and, I dislike the l this S9 even more. I'll be trading it in asap.",Positif
"Samsung does not care about customer satisfaction. For them customer-centric culture is a very foreign idea. This is my experience. I will never buy Samsung electronic device again and will convince all my friends and family to avoid that trainwreck also.

Bought this phone new in July 2018, at Best Buy. Phone started to act up couple months later, not taking up the charge, finally turning into a brick. And since then it was a road through hell of Samsung (questionable) quality and dealing with the worst customer service I have ever encountered... It is unbelievable, because I expected Samsung to be on par with Apple, but boy, am I disappointed!

So - it has essentially been the following cycle: would not take charge -- repair (2 weeks) - would take charge for a day, then would not take charge - - repair (2 weeks) - would take charge for a day, then would not take charge - - repair (2 weeks) - would take charge for a day, then would not take charge - then I finally decided to call customer service again, but demanding refund, being fed up with this whole brand altogether. It's been quite a ride with those guys, too! It took them first a few days to reply, oh sorry, I take it back - to do nothing, then I called last Friday (12/07) demanding refund again. Then I was told 48 hrs for decision. Then nothing, so I called Wednesday, after 72 hours and was escalated to someone else who told me it is up to five days, so I need to wait until Friday 12/14 (today) and they'd call me with the decision. So I waited till Friday's late afternoon because - of course - nobody called, and after being elevated again, spending about 2 hr and demanding information, I was told the phone cannot be refunded, not even exchanged! Only repaired again (because they have policies that say that main board has to be replaced). Next week I was supposed to get this phone on an international trip. Now I am stranded without one, I just haven't got some $700's around to buy new phones anytime I feel for it.

It is unbelievable that they have some unrealistic policies and it does not matter that phone breaks 4 times (the same thing) and they would not replace it, let alone refund it, cause ""it wasn't motherboard"". My communications with even 2nd level manager was just as that - pointless. Banging my head against the wall of some corporate baloney - rather than being cared about as a customer who does genuinely get hit by their product poor quality.

GO FOR iPHONE INSTEAD!!! Maybe the phones aren't Androids but at least they have some true customer service out there!",Negatif
"I will start this review by stating that I live in a very weak signal area no matter what device is used. This being said, I compared the S9+ to a Note 9 and a 50.00 LG. Very weak antenna compared to other phones! Tried 2 different 9+ both had same weak reception. I compared to Note 9 and a cheap LG - even the cheap LG had a stronger signal.",Positif
"Took the phone to boost and when they scanned it, it said the phone could not be activated. Had to return and bought a phone locally so I could have it before Christmas. I am sure it would have been great if it activated.",Positif
Only ATT branded phones have wifi calling and visual voicemail by ATT. DO NOT get unlocked phones if you are on ATT. You will eventually regret it because there are many other features that ATT keeps for their own phones.,Positif
"My daughter bought this phone, a new one and we took it to Metro Pcs to active it. its was impossible cause it's showing that its looked. So I was able to use it. hope I will have a refund or find a better solution to this problem. Feeling Frustrated.. Money lost.",Negatif
"Beautiful phone, a smooth operator. Fast, slick (literally and figuratively), a fantastically marvelous piece of tech.
I have returned this phone because there is this wretched little Bixby button directly OPPOSITE the POWER button, where by squeezing the POWER, I invariably re-activate Bixby, which was disabled per intructions.
It could have been such a great phone.
Yes, technically I can disable the button IF I sign up for a Samsung account so that I can change the settings in Bixby. Sorry, Samsung, I don't want my phone activities reporting to your mothership.",Negatif
The overall built quality is very good. The battery is average. Phone display is amazing.,Positif
There is no phone in the box.,Negatif
"everything is great on this phone, but one thing. The touch! Apparently, it is a known issue that the s9 and s9plus have horrible touch sensitivity issues. You can't type two words without wanting to throw the phone across the room. And it is in every app. Even the screen pattern to unlock makes me want throw it down and cry. I hate this phone that I buy this year for black Friday, got it the next day and less than 3 weeks later, I want my money back. Wait or the 10 to come out.",Negatif
"no visual voice mail no video calling those bottons are not available on this phone when sent. not up front, many features not available as with ATT.",Negatif
"The phone is ok if you are used to samsung... their software addons get annoying because it is basically the same as Google.

The phone is very fragile and the backing easily cracks... even with a case",Negatif
The earphones and the microphone in the package doesn't work.,Positif
"****UPDATE 1/14/19****
My original review for the phone is below. I have owned this for 1 month and found my phone would not update to the latest firmware, it kept saying it was up to date from July 2018 even though Samsungs website showed monthly updates. I contacted Samsung, provided the IMEI number for the phone and found it was factory locked to a specific carrier (not mine and NOT the one seller said it was unlocked for.) I contacted that carrier and found it was unpaid by the owner and would be locked until that person paid it off, the IMEI was held against the original owners social security number due to the unpaid balance and they told me to return the phone, the seller was committing a form of fraud by selling me that phone. I would ALWAYS suggest contacting Samsung with the IMEI number to verify it IS fully unlocked before putting all of your info into the new phone.

***Original review****
There are only 2-3 downfalls I have found with this phone and one related to the seller, I bought a refurbished phone and it still had the old phone number registered to it which is a fault on the seller, but also a caution to anyone buying refurbished.
The other ""downfalls"" are related to the curved edge screen. It is impossible to find a case that protects the screen on all sides due to this. I have found multiple cases that are raised on the top and bottom keeping the screen off tabletops when face down however the sides are still exposed. The other is I can see a slight flicker on the sides if I turn the phone slightly, this may or may not be with every phone or just mine since it was refurbished.

Now onto the good!
The speaker quality feels like the phone is it's own handheld movie theater. The color is extraordinary. Battery life has been better than my previous s7 but not as good as I was expecting for a model 2 years newer and the plus version. Response time is impeccable. There is bass with the sound. No lagging whatsoever. Highly recommend the phone just note the curved edges are exposed and that part makes me nervous.",Negatif
"I AM SO ANGRY. I GOT A ""DUMMY"" PHONE IT DOES NOT EVEN WANT TO TURN ON AND THE BEST PART IS IT ISN'T EVEN A SAMSUNG S9.
I BROUGHT THIS PHONE WITH ME TO AUSTRALIA AS A GIFT FOR MY DAD AND I AM FURIOUS ONLY TO OPEN THE BOX AND GET THIS PHONE. I WANT MY MONEY BACK.",Negatif
Do not buy. Every 1hr it keeps shutting down. Fraud fraud.... old,Negatif
"Hola buenos d�as, les escribo por que el mi opciones de pedidos me aparece como entregado mi paquete y no lo dejaron y quisiera unas respuestas de ustedes",Negatif
"The phone I got was not as advertised. Tried to activate it and when it didn't work, contacted verizon, for them to tell me that the phone wasn't being recognized by their system, and wasn't unlocked.",Negatif
So disappointed in this purchase order the phone and it does not work. Standard settings aren't working.,Negatif
"Quite possibly the worst bloatwear in a flagship phone, coming from a google pixel this phone has been nothing but issues. The SmartSwitch app took 6 seperate times to finally run. If you like wasting time then this is the phone for you, if not look at a pixel or even the OnePlus.",Negatif
"These are not real Samsung phones. Samsung could not recognize model #, serial # or IMEI #. These are look alike phones from China. Be aware that you will not be able to register these phones with Samsung!",Negatif
"My husband bought me this and tonight, I received this box. When I opened it, I found this instead...a lint remover! Luckily Amazon said they can help me but omg I am so pissed.",Negatif
This phone doesn�t work,Negatif
The phone is superb. Warehouse deal used condition is disappointing,Positif
Really glitchy. Constantly freezes. Still can't find a screen protector and case that works for it. Paid too much for it and didnt even get the original box and accessories.,Negatif
"I bought this for my dad to activate as a Verizon phone. It is NOT the same phone you'd get at Verizon. He spent so much time calling Samsung and they told him this-
This phone will not have the identical capabilities as what you'd buy at Verizon. Specifically, the video call feature with another Android, and will not using WiFi for calls if you don't have cell service. These are TWO big things that doesn't make sense to go without when you pay this much for a phone. SO upset.",Negatif
"Several reviews said this unlocked phone would be fine with Boost Mobile. Took it into a boost store and the lady behind the counter was really nice and she tried and tried and could not get it to work with Boost. Even though Boost sells this exact same phone.... hmm... Nice gimmick, boost. She did say the phone was sprint compatible. Boost is owned by Sprint and its phones will run on the Sprint network. So, what gives Boost?",Negatif
"To access the home screen or menu of your favorites, you have to swipe the edge of the screen. Unfortunately, If you already have an app on the screen this swiping will frequently affect the app instead of showing the menu.

This is very frustrating and is wasting my time.

I advise you to pick a better phone.",Negatif
"I have a Galaxy S7 that I love. Despite being big, it feels nice in my hand and is easy to use. The S9 with its curved edges was infuriating to use. My palm kept hitting the side of the screen when I reached across the phone.

And I really don't get the point of the curved edge. It doesn't do anything useful I care about, it just makes it hard to use. I think Samsung decided they had to do something interesting and different to give it a ""wow"" factor, despite it being worse than useless.

So my brother says you can get a big case to cover up the edges to solve the problem. Ok, but if the solution is to just cover the edges up, what's the point of having it in the first place???

And it's super tall. Which I also don't understand. It makes it hard for my thumb to reach the top of the phone.

I feel like Samsung has fallen into the trap where their shareholders just want the stock to keep going up, so it's not enough to sell a million phones, they have to sell 2 million next quarter, so instead of making a good useful phone they are going to make a gimmicky phone to try to attract people with new gimmicks even if they're not useful.

I returned the S9 after a day of use and I'm back to my S7. I'll probably get a Pixel 3 instead eventually.",Negatif
"I upgraded from an iPhone 6S when that died. This phone is a big disappointment. The main complaint is the touchscreen. Since it goes all the way to the edge it often adds 0 or p, especially if I use my thumb. The auto tire in to my Ford is also buggy at best. Usually getting a new phone is great but this one has been a big disappointment. I'd avoid it if I were you.",Negatif
"The phone is fast, with a solid build. But the signal reception is horrible. At my home the signal is always weak, but my Motorola G5 Plus had much better reception. The range for cell service is -50 to -120. Closer to -50 is better, but this S9 is -118 in a weak area, but still -113 in a good area! If you don't need a 3.5mm headphone jack, then get the Z3 Play. It's far better as a phone, and motorola really knows what they're doing with convenience. I loved my G5+, but I loved my Samsung S3, S4 and S5 too. But this S9 is pretty poor.",Negatif
"This phone could not be activated by T-Mobile. The IMEI number on the box did not match the IMEI numbers of the phone. And none of the IMEI numbers could be registered on a network. This supposed new, unlocked phone had also previously been registered according to T-Mobile.",Negatif
"I'm very upset over this item, I've wanted this phone for months and when I finally buy it and take it to my carrier, they can't activate it. When they put the Sim card in it says ""phone not allowed"". I spent over an hour calling different numbers to figure out what was going on and the only nswer I got was that it must not be unlocked like it said it was. I called Amazon support and they researched it and said that it's supposed to work with metroPCS, band they don't under why it isnt. Amazonis refunding my money but it still upsets me because I had my heart set on it.",Negatif
